produto,price,entregue
Tablet,2192.69,False
Tablet,1173.3,True
Fone de Ouvido,55.93,True
Smartwatch,3560.23,True
Monitor,4420.46,False
Tablet,4785.42,False
Monitor,1149.15,True
Smartwatch,63.25,False
Webcam HD,296.73,True
Webcam HD,1319.16,True
Cadeira Office,1300.5,True
Smartwatch,1460.97,True
Smartphone,3375.89,False
Cadeira Office,1742.05,True
Notebook,2438.17,True
Smartphone,656.34,True
Smartwatch,4824.08,False
Monitor,4881.34,True
Monitor,1885.54,True
Cadeira Office,2299.44,False
Smartphone,588.51,False
Mouse Gamer,4175.08,True
Teclado Mecânico,3920.96,True
Tablet,3654.71,True
Cadeira Office,4244.98,True
Webcam HD,3388.75,False
Fone de Ouvido,4012.2,True
Smartwatch,3301.86,True
Tablet,3913.58,True
Notebook,1954.69,False
Teclado Mecânico,1443.26,True
Tablet,2468.92,False
Webcam HD,3121.12,False
Monitor,22.67,False
Webcam HD,3757.1,False
Tablet,1831.35,True
Notebook,211.9,False
Smartwatch,888.96,False
Webcam HD,1874.26,True
Cadeira Office,3755.02,False
Smartwatch,1730.05,False
Teclado Mecânico,3472.96,True
Smartphone,544.07,False
Teclado Mecânico,2236.59,False
Mouse Gamer,629.38,True
Tablet,262.96,False
Smartphone,1647.64,False
Cadeira Office,4161.88,True
Teclado Mecânico,4442.56,False
Smartwatch,1791.43,False
Smartwatch,1091.67,True
Tablet,4165.96,True
Tablet,2463.3,True
Smartphone,4820.37,False
Smartwatch,845.67,True
Mouse Gamer,4596.84,False
Mouse Gamer,3167.49,False
Smartwatch,3973.38,True
Monitor,3333.92,False
Mouse Gamer,1635.06,True
Mouse Gamer,416.11,True
Smartphone,135.96,False
Smartphone,3567.25,False
Smartwatch,4983.03,False
Mouse Gamer,2987.7,True
Smartwatch,1686.7,False
Monitor,128.63,False
Monitor,2028.5,False
Webcam HD,4983.82,False
Notebook,120.41,True
Teclado Mecânico,2538.75,True
Monitor,2863.15,False
Tablet,2195.5,False
Smartphone,1192.22,False
Mouse Gamer,1881.85,False
Tablet,1665.71,False
Monitor,1100.19,True
Tablet,3648.85,True
Cadeira Office,2197.4,False
Teclado Mecânico,3475.33,False
Monitor,3174.3,False
Teclado Mecânico,182.76,True
Monitor,2029.21,True
Teclado Mecânico,425.29,True
Webcam HD,2159.09,False
Smartwatch,3593.21,True
Smartphone,2224.08,True
Tablet,447.42,True
Cadeira Office,2200.33,True
Monitor,4646.99,False
Smartphone,454.77,True
Mouse Gamer,3662.17,True
Tablet,2411.63,False
Monitor,3786.36,True
Tablet,2112.99,False
Tablet,722.9,False
Fone de Ouvido,814.52,False
Mouse Gamer,549.81,True
Cadeira Office,2424.35,True
Smartwatch,3176.08,False
Smartphone,1160.89,False
Monitor,200.75,True
Fone de Ouvido,1156.73,True
Mouse Gamer,3697.56,False
Teclado Mecânico,1377.26,False
Tablet,4996.75,True
Fone de Ouvido,2526.72,True
Notebook,1423.31,True
Mouse Gamer,4799.7,False
Smartwatch,359.63,True
Smartwatch,1114.75,True
Smartphone,4131.69,False
Mouse Gamer,3410.89,True
Notebook,629.34,False
Teclado Mecânico,2699.43,True
Webcam HD,4667.73,False
Mouse Gamer,1069.28,False
Mouse Gamer,472.78,False
Smartphone,222.6,False
Webcam HD,3339.59,False
Smartphone,4506.7,True
Mouse Gamer,2125.22,False
Webcam HD,4153.15,False
Monitor,1784.87,True
Notebook,1595.38,False
Tablet,2008.19,False
Tablet,1812.6,True
Teclado Mecânico,1682.02,False
Monitor,2121.01,True
Smartphone,417.43,True
Mouse Gamer,2853.49,True
Cadeira Office,3568.13,False
Smartwatch,522.4,False
Smartwatch,3739.04,True
Notebook,1126.87,False
Notebook,3416.74,False
Fone de Ouvido,4583.62,True
Notebook,1898.51,False
Webcam HD,3891.88,False
Fone de Ouvido,596.71,True
Fone de Ouvido,4651.65,False
Tablet,288.47,True
Smartwatch,3379.53,True
Teclado Mecânico,216.62,True
Cadeira Office,218.78,True
Monitor,557.63,True
Smartwatch,630.26,True
Webcam HD,2106.79,False
Notebook,4535.01,False
Monitor,2326.22,False
Webcam HD,3921.28,False
Notebook,4268.78,True
Mouse Gamer,3573.86,True
Cadeira Office,248.84,True
Smartwatch,3661.76,False
Webcam HD,4231.25,False
Smartphone,4842.61,False
Monitor,528.44,False
Mouse Gamer,2840.46,False
Smartphone,3741.53,True
Webcam HD,1413.42,True
Smartphone,1008.11,True
Tablet,3291.18,True
Fone de Ouvido,1010.71,True
Teclado Mecânico,940.55,True
Webcam HD,1229.48,False
Notebook,4682.69,True
Smartphone,4523.37,True
Smartphone,181.03,True
Teclado Mecânico,3628.56,False
Smartwatch,4451.27,False
Tablet,4440.67,True
Notebook,4141.17,False
Cadeira Office,3904.88,True
Webcam HD,223.49,True
Monitor,725.7,False
Tablet,2447.53,False
Notebook,1313.54,True
Notebook,1519.44,False
Monitor,4491.26,False
Cadeira Office,4506.69,True
Notebook,1606.7,False
Smartphone,1143.24,False
Smartwatch,1225.53,True
Teclado Mecânico,3025.14,True
Cadeira Office,3943.87,False
Notebook,1257.89,True
Smartwatch,1966.42,False
Mouse Gamer,2184.67,True
Monitor,2197.48,False
Cadeira Office,1816.08,False
Notebook,2218.51,False
Notebook,4706.87,True
Monitor,1360.46,False
Notebook,4376.91,True
Teclado Mecânico,4086.09,False
Mouse Gamer,4694.81,False
Tablet,3334.51,True
Notebook,414.94,True
Smartphone,1507.52,False
Webcam HD,3053.03,False
Mouse Gamer,1852.31,False
Teclado Mecânico,333.89,False
Notebook,1953.51,False
Fone de Ouvido,2610.64,True
Tablet,1123.94,False
Notebook,4352.48,True
Smartwatch,2781.02,True
Webcam HD,4936.39,False
Cadeira Office,2687.92,True
Tablet,2038.26,True
Monitor,2529.06,False
Mouse Gamer,2852.02,False
Tablet,3260.14,True
Teclado Mecânico,338.01,False
Webcam HD,4519.85,False
Notebook,4711.66,False
Cadeira Office,4036.86,False
Monitor,603.39,True
Smartwatch,1848.94,False
Cadeira Office,1516.93,False
Webcam HD,2936.42,False
Mouse Gamer,3683.96,False
Tablet,3622.22,False
Webcam HD,152.5,True
Webcam HD,3377.57,False
Mouse Gamer,2598.42,True
Webcam HD,4167.41,True
Cadeira Office,2412.69,False
Monitor,1430.56,True
Teclado Mecânico,2570.79,True
Smartwatch,4352.41,False
Cadeira Office,2816.87,True
Webcam HD,1044.52,True
Fone de Ouvido,930.56,False
Monitor,1500.39,True
Teclado Mecânico,1231.92,True
Fone de Ouvido,2111.72,True
Monitor,2071.59,True
Smartwatch,3994.43,True
Webcam HD,4089.67,True
Smartwatch,869.01,True
Teclado Mecânico,2420.82,True
Fone de Ouvido,1034.54,False
Smartphone,1644.79,False
Tablet,2627.07,True
Monitor,1485.84,False
Monitor,4396.89,False
Cadeira Office,2980.33,True
Smartphone,2765.33,False
Tablet,4351.32,False
Fone de Ouvido,1816.02,True
Tablet,299.32,False
Smartwatch,4918.61,False
Smartwatch,162.45,False
Teclado Mecânico,3385.98,False
Webcam HD,328.59,False
Fone de Ouvido,3167.98,False
Teclado Mecânico,4297.86,False
Cadeira Office,984.85,False
Tablet,4139.13,True
Teclado Mecânico,1895.31,False
Mouse Gamer,1528.79,False
Monitor,3794.54,True
Smartphone,2907.92,True
Cadeira Office,4110.73,False
Tablet,1605.7,False
Tablet,2923.06,True
Mouse Gamer,3035.24,True
Teclado Mecânico,2218.8,True
Webcam HD,349.92,True
Tablet,96.51,True
Cadeira Office,4819.9,False
Teclado Mecânico,1741.65,False
Mouse Gamer,1097.48,True
Mouse Gamer,1024.48,True
Notebook,1524.83,False
Monitor,1124.06,False
Fone de Ouvido,3247.18,False
Fone de Ouvido,2726.65,True
Smartwatch,3531.41,True
Webcam HD,4456.74,True
Tablet,3894.1,True
Cadeira Office,3440.42,False
Mouse Gamer,4552.17,True
Cadeira Office,2699.68,False
Smartwatch,3723.98,True
Fone de Ouvido,4990.37,True
Cadeira Office,3573.97,False
Tablet,2672.13,True
Mouse Gamer,706.96,True
Smartwatch,2284.9,True
Smartwatch,395.83,True
Fone de Ouvido,3842.64,True
Webcam HD,4445.51,True
Monitor,1383.27,False
Smartphone,1776.01,True
Teclado Mecânico,4247.45,True
Notebook,2700.86,True
Notebook,3424.57,True
Teclado Mecânico,4577.36,True
Notebook,3960.52,True
Smartwatch,3673.62,True
Mouse Gamer,3569.09,False
Tablet,1148.2,False
Notebook,4503.79,False
Teclado Mecânico,1585.65,True
Teclado Mecânico,4895.21,False
Teclado Mecânico,3231.63,False
Fone de Ouvido,4791.29,True
Cadeira Office,814.23,False
Smartwatch,2897.17,False
Fone de Ouvido,89.22,False
Smartwatch,3018.85,True
Teclado Mecânico,3732.76,True
Mouse Gamer,2449.37,True
Teclado Mecânico,1627.93,False
Mouse Gamer,3476.13,False
Mouse Gamer,3564.41,False
Smartphone,455.67,True
Smartwatch,2603.22,True
Teclado Mecânico,1057.86,True
Cadeira Office,1046.77,True
Smartphone,1363.99,False
Notebook,4284.62,True
Smartphone,1467.19,True
Fone de Ouvido,1417.63,True
Mouse Gamer,198.94,True
Smartphone,4615.64,True
Smartwatch,79.05,True
Teclado Mecânico,2136.01,False
Tablet,2475.65,False
Monitor,1018.06,False
Teclado Mecânico,2138.08,False
Cadeira Office,1100.92,False
Fone de Ouvido,1296.32,False
Smartphone,3863.94,False
Smartphone,3824.74,True
Webcam HD,843.24,False
Webcam HD,4463.89,False
Mouse Gamer,4758.47,True
Cadeira Office,675.85,True
Smartphone,1471.17,False
Smartphone,4831.22,True
Smartphone,4532.53,False
Monitor,1672.7,False
Teclado Mecânico,4515.82,False
Webcam HD,2196.56,True
Teclado Mecânico,4759.94,True
Fone de Ouvido,4067.27,True
Monitor,1922.0,True
Tablet,2452.59,True
Cadeira Office,1239.18,True
Smartwatch,3908.87,True
Webcam HD,3161.47,False
Cadeira Office,1315.75,False
Smartwatch,462.98,False
Smartwatch,1459.34,True
Smartphone,2112.4,False
Smartphone,483.36,False
Fone de Ouvido,3742.48,False
Teclado Mecânico,369.97,False
Mouse Gamer,268.77,False
Teclado Mecânico,3343.29,True
Teclado Mecânico,1489.62,False
Monitor,202.98,True
Notebook,1448.22,False
Mouse Gamer,4528.93,False
Notebook,3766.44,True
Fone de Ouvido,4380.43,False
Cadeira Office,2810.37,True
Fone de Ouvido,3124.13,True
Teclado Mecânico,1452.4,False
Notebook,608.94,True
Fone de Ouvido,566.7,True
Monitor,2446.59,True
Fone de Ouvido,3563.58,False
Cadeira Office,4173.58,False
Fone de Ouvido,3483.7,False
Smartphone,104.13,False
Smartphone,129.91,True
Mouse Gamer,1420.22,True
Mouse Gamer,1089.83,False
Fone de Ouvido,2171.78,False
Smartwatch,4712.59,True
Cadeira Office,1851.86,True
Tablet,2423.88,False
Webcam HD,855.53,False
Cadeira Office,1488.65,True
Monitor,93.9,False
Mouse Gamer,1703.61,True
Tablet,2281.03,False
Monitor,3918.67,False
Webcam HD,3445.13,False
Smartwatch,1058.21,False
Webcam HD,1637.88,False
Smartwatch,780.81,False
Fone de Ouvido,3735.36,False
Cadeira Office,677.68,True
Fone de Ouvido,932.31,True
Mouse Gamer,2228.97,False
Webcam HD,2307.93,False
Fone de Ouvido,3030.7,True
Fone de Ouvido,890.73,True
Mouse Gamer,2087.59,True
Tablet,1581.46,True
Smartphone,1096.55,False
Fone de Ouvido,2903.09,False
Notebook,24.26,False
Cadeira Office,4673.0,False
Webcam HD,1134.0,True
Smartphone,1978.01,True
Tablet,1438.72,True
Cadeira Office,1449.31,False
Notebook,2020.55,True
Mouse Gamer,4323.2,False
Teclado Mecânico,4569.83,True
Mouse Gamer,67.56,True
Smartwatch,3375.91,False
Webcam HD,2458.51,True
Mouse Gamer,3409.19,False
Smartphone,3274.57,True
Webcam HD,3735.17,True
Monitor,3798.84,False
Mouse Gamer,3257.57,True
Smartwatch,3898.59,False
Notebook,2360.37,False
Smartwatch,2266.32,True
Smartphone,1928.31,False
Notebook,2844.96,True
Monitor,2638.76,False
Tablet,3416.98,False
Smartphone,4843.41,False
Notebook,206.59,True
Tablet,4337.08,False
Webcam HD,4244.1,False
Tablet,37.95,True
Fone de Ouvido,2438.38,True
Fone de Ouvido,4916.34,False
Mouse Gamer,3024.74,False
Teclado Mecânico,3516.11,True
Fone de Ouvido,4398.08,False
Teclado Mecânico,3835.02,False
Webcam HD,1567.45,True
Fone de Ouvido,3137.11,True
Cadeira Office,4641.68,False
Notebook,4402.69,False
Mouse Gamer,2399.84,True
Smartphone,1795.71,False
Notebook,867.96,True
Teclado Mecânico,1119.35,True
Monitor,72.16,False
Teclado Mecânico,740.21,False
Smartphone,4792.45,False
Smartphone,2980.88,False
Monitor,2570.04,True
Tablet,527.87,False
Smartwatch,4250.02,False
Webcam HD,2687.72,False
Webcam HD,2858.19,False
Webcam HD,557.22,False
Fone de Ouvido,2288.58,False
Fone de Ouvido,2513.13,False
Mouse Gamer,368.62,True
Mouse Gamer,3766.47,True
Notebook,1842.29,False
Smartphone,4871.09,True
Monitor,2115.94,True
Smartphone,83.28,False
Teclado Mecânico,417.02,True
Smartwatch,4021.06,False
Smartphone,3118.38,True
Fone de Ouvido,4402.34,True
Mouse Gamer,3867.98,True
Smartphone,1273.65,True
Teclado Mecânico,1505.85,False
Tablet,276.39,False
Smartwatch,307.72,False
Webcam HD,2727.64,False
Notebook,485.88,False
Smartphone,1425.19,True
Monitor,2098.86,False
Teclado Mecânico,4839.13,False
Smartphone,4230.68,False
Mouse Gamer,4342.5,True
Cadeira Office,1175.3,False
Smartwatch,2843.91,True
Teclado Mecânico,3842.74,False
Smartphone,3989.33,False
Smartphone,1934.24,True
Smartwatch,803.54,False
Smartwatch,48.08,True
Mouse Gamer,3271.29,True
Notebook,1631.7,False
Mouse Gamer,2857.12,False
Webcam HD,2177.09,False
Smartphone,4363.19,False
Notebook,957.79,True
Mouse Gamer,3960.36,True
Smartphone,4669.34,False
Fone de Ouvido,4104.22,False
Webcam HD,4996.87,False
Notebook,3976.73,False
Smartwatch,642.92,True
Fone de Ouvido,3950.6,True
Webcam HD,3365.65,True
Mouse Gamer,1059.97,False
Smartwatch,3348.11,False
Fone de Ouvido,4587.6,False
Smartwatch,3120.28,True
Smartwatch,939.03,False
Smartwatch,2601.53,True
Tablet,928.43,True
Mouse Gamer,968.52,False
Cadeira Office,1663.91,True
Teclado Mecânico,959.55,False
Cadeira Office,1603.31,False
Tablet,3772.51,True
Smartphone,1649.93,True
Smartphone,1871.25,False
Cadeira Office,3727.66,True
Webcam HD,2945.48,False
Teclado Mecânico,3732.76,True
Mouse Gamer,3091.66,True
Tablet,1949.25,False
Smartphone,3968.53,True
Smartwatch,3388.51,False
Fone de Ouvido,4462.94,True
Smartwatch,301.81,True
Mouse Gamer,216.59,True
Cadeira Office,3500.94,True
Fone de Ouvido,2841.08,True
Smartwatch,1160.95,True
Webcam HD,1329.95,True
Monitor,4381.46,True
Webcam HD,4273.02,False
Tablet,1054.55,False
Smartwatch,1459.76,True
Fone de Ouvido,3182.78,True
Fone de Ouvido,623.57,True
Fone de Ouvido,3814.79,True
Fone de Ouvido,3897.69,True
Webcam HD,1664.77,True
Smartwatch,1832.41,True
Notebook,3804.59,True
Cadeira Office,4236.75,True
Notebook,731.94,False
Smartphone,3834.88,True
Webcam HD,1640.4,True
Cadeira Office,160.6,False
Fone de Ouvido,4388.62,True
Teclado Mecânico,4415.42,False
Teclado Mecânico,4294.62,False
Cadeira Office,3197.04,False
Smartphone,1837.18,True
Teclado Mecânico,708.55,True
Tablet,2730.07,False
Mouse Gamer,3439.25,True
Cadeira Office,4967.13,True
Smartwatch,1577.44,True
Monitor,301.23,False
Smartphone,2818.32,True
Mouse Gamer,4170.64,True
Webcam HD,4491.52,True
Notebook,633.59,False
Webcam HD,3941.98,True
Notebook,3425.33,True
Smartphone,924.24,False
Tablet,2557.64,True
Smartwatch,4800.41,False
Tablet,2019.64,False
Cadeira Office,4383.16,True
Teclado Mecânico,2620.14,False
Tablet,3064.27,False
Teclado Mecânico,3898.55,True
Mouse Gamer,775.93,True
Notebook,4281.36,False
Cadeira Office,661.8,False
Webcam HD,922.84,False
Mouse Gamer,2960.8,False
Cadeira Office,2113.0,False
Notebook,929.64,False
Cadeira Office,3524.31,False
Smartphone,2194.56,True
Smartwatch,2873.62,True
Smartwatch,1847.69,True
Smartphone,4442.44,False
Teclado Mecânico,766.74,True
Webcam HD,4267.49,False
Smartwatch,637.95,True
Tablet,920.68,True
Teclado Mecânico,4809.84,True
Tablet,525.16,False
Cadeira Office,1463.53,True
Notebook,4464.61,True
Teclado Mecânico,4062.05,False
Smartphone,3875.92,False
Cadeira Office,3932.91,False
Cadeira Office,3576.63,True
Notebook,4699.17,False
Mouse Gamer,2750.53,False
Cadeira Office,1027.17,False
Mouse Gamer,3424.48,False
Smartphone,2039.49,True
Mouse Gamer,2150.86,True
Webcam HD,2287.45,False
Smartphone,2921.45,True
Monitor,567.85,True
Cadeira Office,1969.04,False
Notebook,4691.97,False
Cadeira Office,463.82,False
Fone de Ouvido,227.3,True
Smartwatch,3652.13,True
Smartwatch,1652.43,False
Notebook,4407.88,False
Monitor,649.49,True
Monitor,4057.81,True
Smartphone,4465.02,True
Smartwatch,2627.02,True
Notebook,712.84,False
Webcam HD,60.37,False
Smartphone,4881.41,True
Mouse Gamer,4729.16,False
Webcam HD,2223.17,False
Smartwatch,3093.84,True
Teclado Mecânico,1963.59,False
Smartwatch,918.81,True
Teclado Mecânico,2770.72,False
Notebook,2267.41,False
Monitor,1230.51,False
Teclado Mecânico,4507.4,False
Smartphone,2312.87,True
Webcam HD,3661.34,False
Mouse Gamer,4588.93,False
Fone de Ouvido,2927.32,True
Monitor,2131.31,True
Teclado Mecânico,99.56,False
Tablet,2208.57,True
Fone de Ouvido,167.21,False
Smartphone,4877.05,True
Fone de Ouvido,1335.13,True
Notebook,1614.09,False
Smartwatch,1462.52,True
Mouse Gamer,2493.71,False
Teclado Mecânico,1066.24,True
Fone de Ouvido,3380.5,False
Fone de Ouvido,634.13,True
Teclado Mecânico,1875.3,True
Teclado Mecânico,2306.57,False
Smartphone,2360.88,False
Monitor,4319.8,True
Mouse Gamer,4089.26,True
Notebook,1787.8,True
Teclado Mecânico,3118.0,False
Smartwatch,4749.83,True
Monitor,2605.78,False
Cadeira Office,1376.95,False
Teclado Mecânico,527.3,True
Smartphone,4449.42,True
Fone de Ouvido,1967.19,False
Smartwatch,4120.36,True
Tablet,933.62,True
Smartphone,4427.63,False
Webcam HD,1027.2,False
Teclado Mecânico,3003.36,False
Monitor,4003.92,True
Smartwatch,4227.1,True
Teclado Mecânico,3790.67,True
Webcam HD,1382.93,False
Mouse Gamer,459.47,False
Notebook,909.55,True
Monitor,356.17,True
Monitor,2796.83,False
Smartwatch,3638.26,True
Cadeira Office,3680.51,False
Fone de Ouvido,2181.47,True
Notebook,585.64,False
Webcam HD,1817.97,False
Tablet,2126.09,True
Mouse Gamer,3891.68,True
Fone de Ouvido,2785.02,True
Monitor,4043.43,True
Smartwatch,221.8,False
Fone de Ouvido,2285.75,False
Fone de Ouvido,4990.42,False
Smartwatch,1086.24,False
Tablet,2560.02,False
Smartphone,2655.85,False
Tablet,246.12,True
Teclado Mecânico,3527.9,True
Teclado Mecânico,4003.39,True
Cadeira Office,3519.01,True
Smartwatch,3173.91,False
Tablet,4564.5,True
Notebook,934.37,True
Mouse Gamer,3532.38,False
Tablet,1404.73,False
Cadeira Office,3796.81,True
Mouse Gamer,683.59,True
Monitor,4415.97,True
Smartwatch,2557.53,False
Monitor,2076.44,True
Teclado Mecânico,2885.54,True
Mouse Gamer,1702.49,True
Monitor,4817.97,False
Monitor,3248.54,True
Mouse Gamer,2851.48,True
Fone de Ouvido,3778.65,True
Mouse Gamer,3818.01,False
Cadeira Office,1588.5,True
Cadeira Office,4148.99,True
Tablet,2345.06,False
Smartphone,1867.24,True
Teclado Mecânico,3206.69,False
Smartwatch,535.74,True
Tablet,4547.52,False
Mouse Gamer,4650.69,True
Fone de Ouvido,467.53,True
Fone de Ouvido,1098.04,True
Cadeira Office,144.86,True
Fone de Ouvido,613.65,True
Monitor,1170.35,True
Smartphone,65.08,True
Smartphone,2400.58,False
Notebook,479.11,True
Mouse Gamer,2771.99,True
Cadeira Office,4562.46,False
Smartphone,230.38,False
Cadeira Office,4436.35,False
Cadeira Office,4163.5,True
Monitor,2014.99,True
Mouse Gamer,2793.15,True
Monitor,2899.45,False
Teclado Mecânico,2758.66,True
Monitor,541.49,False
Teclado Mecânico,2497.55,False
Fone de Ouvido,1633.95,True
Teclado Mecânico,2531.2,False
Cadeira Office,1515.59,False
Teclado Mecânico,3990.52,False
Cadeira Office,3101.94,True
Cadeira Office,1299.39,False
Cadeira Office,729.32,False
Monitor,1447.46,False
Webcam HD,1483.33,False
Smartphone,4036.83,True
Tablet,4317.42,True
Cadeira Office,1890.14,False
Fone de Ouvido,714.88,True
Cadeira Office,979.29,True
Teclado Mecânico,426.01,True
Cadeira Office,3584.51,False
Fone de Ouvido,2005.67,False
Fone de Ouvido,917.94,False
Monitor,3998.12,False
Notebook,4005.21,True
Smartwatch,3938.98,True
Cadeira Office,1326.65,False
Notebook,2149.14,False
Monitor,2184.34,True
Mouse Gamer,1748.9,True
Cadeira Office,4963.43,False
Webcam HD,1409.16,False
Tablet,2037.19,True
Teclado Mecânico,4366.02,True
Fone de Ouvido,1041.52,True
Mouse Gamer,4939.51,True
Cadeira Office,2156.11,False
Tablet,1993.4,False
Cadeira Office,1832.47,False
Webcam HD,1516.11,False
Monitor,3699.26,False
Cadeira Office,1731.85,True
Teclado Mecânico,3704.65,False
Cadeira Office,4404.21,True
Smartphone,1773.33,False
Monitor,4523.98,False
Teclado Mecânico,3998.39,True
Teclado Mecânico,4928.98,False
Mouse Gamer,333.46,False
Tablet,3253.37,True
Smartphone,1683.78,False
Cadeira Office,1075.75,False
Smartphone,2012.89,True
Fone de Ouvido,979.41,False
Cadeira Office,4989.18,True
Tablet,627.79,True
Fone de Ouvido,1720.5,False
Monitor,797.97,True
Teclado Mecânico,3247.34,False
Fone de Ouvido,2917.4,True
Monitor,682.74,True
Tablet,4418.36,False
Smartwatch,4860.29,False
Cadeira Office,517.11,False
Monitor,2940.68,True
Notebook,433.23,False
Cadeira Office,1180.81,True
Mouse Gamer,2885.31,True
Mouse Gamer,3274.16,False
Tablet,768.15,False
Fone de Ouvido,2765.45,True
Smartwatch,4136.83,False
Tablet,4516.63,True
Smartphone,2334.35,True
Fone de Ouvido,4588.83,True
Smartphone,75.52,False
Webcam HD,792.68,False
Monitor,396.0,False
Monitor,3990.52,True
Fone de Ouvido,1512.27,False
Fone de Ouvido,4916.06,True
Teclado Mecânico,1465.87,True
Mouse Gamer,391.57,True
Tablet,149.13,False
Monitor,4554.86,True
Cadeira Office,4096.45,True
Notebook,4505.57,True
Notebook,641.75,False
Teclado Mecânico,3236.46,True
Smartphone,3598.97,True
Cadeira Office,4846.62,True
Tablet,2366.74,False
Smartphone,1680.52,False
Smartphone,3336.54,False
Monitor,4769.56,True
Teclado Mecânico,4267.12,False
Mouse Gamer,768.97,True
Cadeira Office,1430.94,False
Mouse Gamer,3547.87,False
Smartwatch,2528.24,False
Monitor,1296.33,False
Notebook,3664.29,False
Tablet,4028.92,False
Monitor,4576.82,True
Monitor,4976.0,True
Smartphone,2783.77,False
Mouse Gamer,3098.48,True
Smartphone,2407.37,True
Notebook,741.33,True
Monitor,3059.77,True
Notebook,3441.69,True
Tablet,2755.15,True
Tablet,3196.15,False
Webcam HD,215.79,False
Fone de Ouvido,61.21,False
Cadeira Office,3703.77,True
Mouse Gamer,440.34,False
Cadeira Office,132.14,True
Webcam HD,4534.34,False
Notebook,2156.24,True
Mouse Gamer,4334.12,True
Teclado Mecânico,4626.66,True
Monitor,76.81,False
Tablet,2238.91,False
Notebook,1177.67,True
Smartwatch,3821.29,True
Mouse Gamer,1562.4,False
Smartwatch,804.97,False
Teclado Mecânico,2354.11,False
Smartwatch,3484.06,True
Fone de Ouvido,1697.66,True
Cadeira Office,144.4,False
Fone de Ouvido,1970.79,True
Tablet,746.82,False
Webcam HD,607.69,True
Fone de Ouvido,2471.33,False
Mouse Gamer,4796.25,True
Cadeira Office,1567.72,False
Fone de Ouvido,1369.86,True
Mouse Gamer,2472.64,True
Tablet,851.54,True
Teclado Mecânico,4893.24,False
Monitor,1506.21,False
Tablet,2623.65,True
Smartphone,2400.22,True
Webcam HD,2723.51,True
Notebook,1747.86,False
Smartphone,734.5,False
Notebook,942.36,True
Smartphone,1732.12,True
Smartphone,2964.11,False
Mouse Gamer,3520.17,False
Teclado Mecânico,1963.91,False
Teclado Mecânico,949.05,False
Smartphone,4750.18,False
Fone de Ouvido,1062.33,True
Monitor,4694.04,True
Teclado Mecânico,2569.7,True
Smartphone,3149.63,False
Tablet,1617.7,False
Monitor,4682.46,True
Webcam HD,2288.55,True
Mouse Gamer,231.25,False
Fone de Ouvido,1082.96,True
Monitor,4988.1,True
Fone de Ouvido,2796.31,False
Webcam HD,853.23,True
Smartwatch,4600.95,True
Fone de Ouvido,2592.94,True
Webcam HD,4781.87,True
Monitor,2073.05,True
Smartphone,3718.42,False
Smartphone,738.49,True
Webcam HD,3190.79,True
Smartwatch,2911.25,True
Smartwatch,979.4,True
Webcam HD,759.98,False
Smartphone,3124.16,True
Smartwatch,1107.61,False
Smartwatch,809.58,True
Tablet,3469.58,True
Mouse Gamer,2364.35,True
Cadeira Office,4816.71,True
Webcam HD,3210.13,True
Smartwatch,4910.15,True
Fone de Ouvido,2639.44,False
Smartwatch,229.45,False
Smartphone,1161.02,False
Fone de Ouvido,127.45,False
Fone de Ouvido,3057.02,False
Teclado Mecânico,3095.21,True
Notebook,3043.82,False
Tablet,1282.8,True
Mouse Gamer,4744.21,False
Smartwatch,2003.2,True
Cadeira Office,4912.28,True
Smartphone,159.67,False
Webcam HD,4279.24,False
Monitor,2816.25,False
Teclado Mecânico,180.44,False
Teclado Mecânico,1851.9,True
Mouse Gamer,4457.57,False
Fone de Ouvido,39.88,True
Cadeira Office,2220.92,False
Cadeira Office,2715.08,True
Notebook,228.76,True
Monitor,4652.98,True
Fone de Ouvido,1515.54,False
Smartwatch,4102.91,True
Mouse Gamer,4267.69,False
Cadeira Office,739.09,False
Mouse Gamer,3869.62,True
Monitor,2280.39,False
Smartphone,2364.19,False
Webcam HD,4656.23,False
Monitor,2713.15,False
Mouse Gamer,4753.64,False
Cadeira Office,704.83,True
Mouse Gamer,1394.99,True
Monitor,509.96,True
Cadeira Office,1998.99,False
Cadeira Office,1864.59,True
Notebook,1084.16,False
Notebook,1214.43,True
Smartwatch,1482.17,True
Cadeira Office,3793.79,True
Teclado Mecânico,718.2,True
Tablet,2424.32,True
Monitor,2096.88,False
Mouse Gamer,1922.38,True
Tablet,4845.52,False
Smartphone,1957.22,False
Cadeira Office,1051.36,False
Mouse Gamer,4872.54,True
Smartphone,4844.05,False
Monitor,302.14,False
Cadeira Office,1328.32,False
Smartwatch,1119.31,True
Smartwatch,2632.94,True
Tablet,2325.9,True
Smartphone,4036.82,True
Teclado Mecânico,1462.93,True
Tablet,2601.56,False
Webcam HD,4372.25,False
Notebook,3589.24,True
Mouse Gamer,666.14,False
Monitor,2916.32,True
Mouse Gamer,2292.3,True
Smartwatch,4551.78,False
Notebook,1752.02,True
Notebook,2704.12,False
Mouse Gamer,4889.14,False
Cadeira Office,2880.16,True
Smartwatch,4050.15,False
Mouse Gamer,3545.51,True
Cadeira Office,2143.29,True
Teclado Mecânico,4139.63,True
Mouse Gamer,2404.16,True
Fone de Ouvido,1299.93,True
Monitor,186.79,False
Fone de Ouvido,878.25,True
Cadeira Office,2288.15,True
Tablet,3504.88,True
